session_id,session_timestamp,utm_campaign,utm_source,utm_medium,page_views,duration_seconds
S100788,2024-10-07 18:41:00,,organic,social,5,373
S100789,2024-09-21 21:32:00,Product Launch 2024,,referral,2,400
S100790,2024-10-10 09:29:00,,google,social,6,441
S100791,2024-10-11 19:36:00,Product Launch 2024,facebook,cpc,3,361
S100792,2024-09-15 10:20:00,,linkedin,,5,414
S100793,2024-09-18 14:49:00,Retargeting Campaign,,organic,9,471
S100794,2024-09-27 05:11:00,Brand Awareness Q4,google,,4,267
S100795,2024-10-18 22:47:00,Brand Awareness Q4,google,social,7,115
S100796,2024-09-07 02:59:00,Product Launch 2024,organic,cpc,1,416
S100797,2024-10-04 02:06:00,Retargeting Campaign,organic,social,2,409
S100798,2024-09-20 07:15:00,,linkedin,referral,3,144
S100799,2024-10-04 05:01:00,Brand Awareness Q4,,email,6,497
S100800,2024-09-30 17:59:00,Retargeting Campaign,organic,referral,3,562
S100801,2024-09-12 18:38:00,Product Launch 2024,,,10,455
S100802,2024-10-04 20:40:00,Google Brand Campaign,linkedin,email,8,562
S100803,2024-09-15 02:28:00,Retargeting Campaign,linkedin,referral,5,169
S100804,2024-09-20 00:00:00,Google Brand Campaign,google,email,5,490
S100805,2024-10-05 00:44:00,Product Launch 2024,direct,email,1,450
S100806,2024-10-22 09:38:00,Lead Generation | DE | Form,facebook,organic,6,203
S100807,2024-09-27 17:27:00,Product Launch 2024,google,social,7,397
S100808,2024-09-15 08:05:00,Product Launch 2024,,social,9,288
S100809,2024-09-19 20:47:00,Google Brand Campaign,linkedin,referral,4,80
S100810,2024-09-12 04:18:00,Brand Awareness Q4,,referral,10,473
S100811,2024-09-18 22:39:00,Product Launch 2024,google,email,1,165
S100812,2024-09-04 17:01:00,Lead Generation | DE | Form,facebook,email,5,138
S100813,2024-10-16 14:46:00,Brand Awareness Q4,google,cpc,3,25
S100814,2024-10-02 06:21:00,Product Launch 2024,linkedin,referral,6,484
S100815,2024-10-15 01:21:00,Brand Awareness Q4,google,cpc,5,411
S100816,2024-09-05 17:30:00,Lead Generation | DE | Form,google,email,7,22
S100817,2024-09-08 22:15:00,Product Launch 2024,direct,social,1,213
S100818,2024-09-30 23:49:00,Brand Awareness Q4,organic,,4,494
S100819,2024-09-25 21:19:00,Retargeting Campaign,google,,1,572
S100820,2024-10-04 03:16:00,Product Launch 2024,,email,4,379
S100821,2024-10-27 01:55:00,,google,cpc,4,454
S100822,2024-09-21 00:10:00,Retargeting Campaign,organic,cpc,7,258
S100823,2024-09-01 01:37:00,,direct,,10,168
S100824,2024-09-24 02:15:00,Lead Generation | DE | Form,direct,cpc,10,356
S100825,2024-10-30 20:03:00,Brand Awareness Q4,linkedin,,3,559
S100826,2024-10-21 03:08:00,Product Launch 2024,google,email,9,365
S100827,2024-10-22 14:46:00,Lead Generation | DE | Form,facebook,,7,376
S100828,2024-10-17 04:16:00,Brand Awareness Q4,direct,,8,582
S100829,2024-09-19 17:44:00,Product Launch 2024,google,organic,3,566
S100830,2024-09-23 10:46:00,Product Launch 2024,linkedin,organic,9,174
S100831,2024-09-05 16:09:00,Product Launch 2024,linkedin,email,9,385
S100832,2024-09-30 00:49:00,,organic,referral,3,29
S100833,2024-10-10 11:49:00,Google Brand Campaign,google,email,2,561
S100834,2024-10-23 12:12:00,Google Brand Campaign,,referral,9,167
S100835,2024-10-10 09:20:00,Product Launch 2024,,email,2,108
S100836,2024-10-04 21:04:00,Brand Awareness Q4,google,social,1,216
S100837,2024-09-07 15:12:00,Brand Awareness Q4,facebook,organic,7,511
S100838,2024-10-04 19:44:00,Google Brand Campaign,linkedin,cpc,6,236
S100839,2024-10-09 22:04:00,Brand Awareness Q4,google,,8,91
S100840,2024-09-30 20:03:00,Retargeting Campaign,organic,,7,387
S100841,2024-10-21 22:03:00,Google Brand Campaign,linkedin,organic,1,82
S100842,2024-10-24 09:04:00,Lead Generation | DE | Form,organic,cpc,2,246
S100843,2024-10-05 12:12:00,Lead Generation | DE | Form,organic,,4,593
S100844,2024-10-11 05:35:00,,organic,referral,2,600
S100845,2024-09-23 21:29:00,,,referral,2,180
S100846,2024-10-21 05:35:00,Product Launch 2024,organic,email,3,556
S100847,2024-10-09 14:59:00,Retargeting Campaign,linkedin,organic,6,390
S100848,2024-09-27 20:27:00,,linkedin,organic,4,586
S100849,2024-10-05 06:24:00,Google Brand Campaign,,email,6,473
S100850,2024-09-29 12:00:00,,facebook,email,10,26
S100851,2024-10-04 04:56:00,Retargeting Campaign,facebook,email,4,229
S100852,2024-10-25 10:01:00,,linkedin,organic,9,579
S100853,2024-10-07 18:09:00,Brand Awareness Q4,facebook,referral,6,169
S100854,2024-09-09 08:23:00,Google Brand Campaign,google,social,5,317
S100855,2024-09-06 18:25:00,Google Brand Campaign,google,,2,342
S100856,2024-10-21 15:11:00,Product Launch 2024,,,10,107
S100857,2024-10-09 20:19:00,Brand Awareness Q4,,organic,7,90
S100858,2024-10-20 01:58:00,Retargeting Campaign,linkedin,referral,7,133
S100859,2024-10-26 07:47:00,,organic,cpc,7,65
S100860,2024-09-20 16:02:00,Retargeting Campaign,organic,organic,3,344
S100861,2024-10-03 22:14:00,Lead Generation | DE | Form,facebook,,7,466
S100862,2024-10-19 19:36:00,Google Brand Campaign,facebook,social,7,306
S100863,2024-10-21 12:09:00,Lead Generation | DE | Form,linkedin,cpc,8,595
S100864,2024-10-18 01:35:00,Product Launch 2024,linkedin,cpc,7,523
S100865,2024-09-28 22:08:00,Lead Generation | DE | Form,direct,organic,4,509
S100866,2024-09-26 20:36:00,Lead Generation | DE | Form,organic,organic,9,262
S100867,2024-09-16 02:17:00,Product Launch 2024,linkedin,,10,101
S100868,2024-09-08 21:26:00,Product Launch 2024,linkedin,email,4,338
S100869,2024-09-23 19:41:00,Brand Awareness Q4,linkedin,social,6,462
S100870,2024-10-10 04:28:00,Brand Awareness Q4,google,social,6,169
S100871,2024-10-19 23:54:00,Brand Awareness Q4,facebook,,1,258
S100872,2024-10-10 04:55:00,Retargeting Campaign,facebook,email,2,322
S100873,2024-09-29 15:01:00,Retargeting Campaign,google,,9,226
S100874,2024-09-14 17:33:00,Retargeting Campaign,organic,referral,10,154
S100875,2024-10-15 22:42:00,Brand Awareness Q4,direct,organic,9,54
S100876,2024-09-17 05:03:00,Retargeting Campaign,google,,10,287
S100877,2024-09-04 14:41:00,Brand Awareness Q4,facebook,referral,5,378
S100878,2024-10-26 03:01:00,Retargeting Campaign,,referral,4,399
S100879,2024-10-03 22:06:00,Retargeting Campaign,direct,organic,9,100
S100880,2024-09-12 06:32:00,Product Launch 2024,organic,,1,50
S100881,2024-09-16 16:19:00,Retargeting Campaign,direct,referral,3,28
S100882,2024-09-23 21:22:00,Retargeting Campaign,,email,4,523
S100883,2024-09-18 01:40:00,Retargeting Campaign,direct,cpc,9,296
S100884,2024-09-15 04:21:00,Product Launch 2024,,social,2,401
S100885,2024-10-04 21:39:00,,,social,7,256
S100886,2024-10-07 04:27:00,Retargeting Campaign,organic,email,8,565
S100887,2024-09-09 06:41:00,Lead Generation | DE | Form,organic,organic,4,151
S100888,2024-09-20 22:45:00,Google Brand Campaign,google,referral,3,588
S100889,2024-10-29 05:20:00,Brand Awareness Q4,organic,organic,2,198
S100890,2024-09-21 04:46:00,Brand Awareness Q4,linkedin,referral,7,320
S100891,2024-09-29 23:59:00,,,email,3,202
S100892,2024-09-07 04:11:00,Brand Awareness Q4,organic,organic,5,590
S100893,2024-10-10 07:38:00,Lead Generation | DE | Form,google,,1,377
S100894,2024-09-06 22:49:00,Product Launch 2024,google,organic,10,490
S100895,2024-10-16 20:23:00,Lead Generation | DE | Form,direct,referral,8,150
S100896,2024-09-11 06:14:00,Brand Awareness Q4,direct,cpc,5,432
S100897,2024-09-15 23:42:00,Lead Generation | DE | Form,google,cpc,3,459
S100898,2024-10-26 19:31:00,,linkedin,referral,4,447
S100899,2024-09-26 01:38:00,,direct,,6,413
S100900,2024-10-10 23:36:00,Google Brand Campaign,organic,organic,1,543
S100901,2024-09-07 14:29:00,Brand Awareness Q4,google,organic,9,415
S100902,2024-10-18 01:35:00,Product Launch 2024,organic,,1,204
S100903,2024-09-19 14:25:00,Retargeting Campaign,linkedin,referral,3,442
S100904,2024-09-19 19:58:00,Brand Awareness Q4,,organic,3,484
S100905,2024-10-24 20:28:00,Brand Awareness Q4,,organic,2,194
S100906,2024-10-20 18:57:00,,organic,social,7,433
S100907,2024-09-21 14:01:00,Lead Generation | DE | Form,direct,organic,4,475
S100908,2024-09-06 08:20:00,,,,3,136
S100909,2024-09-06 03:45:00,Product Launch 2024,,email,2,546
S100910,2024-10-16 12:46:00,Google Brand Campaign,organic,social,7,573
S100911,2024-09-25 01:49:00,Lead Generation | DE | Form,linkedin,organic,3,176
S100912,2024-10-26 04:11:00,,facebook,referral,5,326
S100913,2024-10-17 14:18:00,,google,cpc,3,217
S100914,2024-09-01 19:48:00,Retargeting Campaign,facebook,referral,8,520
S100915,2024-10-05 00:38:00,Product Launch 2024,google,social,10,497
S100916,2024-09-30 13:28:00,Brand Awareness Q4,organic,organic,1,260
S100917,2024-10-27 17:17:00,Google Brand Campaign,,organic,4,60
S100918,2024-09-12 04:03:00,,linkedin,cpc,3,43
S100919,2024-10-13 18:53:00,Google Brand Campaign,linkedin,email,2,60
S100920,2024-09-07 13:11:00,Lead Generation | DE | Form,,email,10,596
S100921,2024-10-21 17:11:00,Product Launch 2024,,organic,6,46
S100922,2024-09-06 09:20:00,Retargeting Campaign,direct,cpc,7,573
S100923,2024-09-05 09:30:00,Lead Generation | DE | Form,facebook,,5,347
S100924,2024-10-04 13:33:00,Lead Generation | DE | Form,,social,10,69
S100925,2024-09-07 18:46:00,,organic,cpc,8,304
S100926,2024-09-28 19:54:00,Retargeting Campaign,linkedin,organic,10,372
S100927,2024-10-30 04:39:00,Google Brand Campaign,direct,organic,8,514
S100928,2024-10-22 05:56:00,Google Brand Campaign,google,,5,208
S100929,2024-09-01 03:01:00,Product Launch 2024,,cpc,4,434
S100930,2024-09-27 01:21:00,Retargeting Campaign,organic,,4,21
S100931,2024-10-11 06:44:00,Retargeting Campaign,linkedin,cpc,5,317
S100932,2024-10-03 17:20:00,Brand Awareness Q4,facebook,,6,359
S100933,2024-09-26 23:36:00,Google Brand Campaign,facebook,social,4,348
S100934,2024-10-24 10:59:00,,direct,referral,1,149
S100935,2024-10-01 04:40:00,Product Launch 2024,organic,email,8,433
S100936,2024-10-30 23:03:00,Google Brand Campaign,linkedin,organic,6,578
S100937,2024-10-05 00:13:00,Google Brand Campaign,,email,6,77
S100938,2024-09-10 08:53:00,Brand Awareness Q4,linkedin,referral,9,179
S100939,2024-10-07 19:24:00,Lead Generation | DE | Form,organic,cpc,5,332
S100940,2024-10-16 01:17:00,Product Launch 2024,facebook,referral,4,390
S100941,2024-09-29 09:13:00,Google Brand Campaign,linkedin,social,2,393
S100942,2024-10-21 01:49:00,Lead Generation | DE | Form,facebook,referral,9,35
S100943,2024-10-22 15:57:00,Google Brand Campaign,google,social,6,505
S100944,2024-10-17 16:19:00,Retargeting Campaign,google,cpc,9,145
S100945,2024-09-14 23:02:00,Product Launch 2024,direct,,9,128
S100946,2024-09-01 09:59:00,Brand Awareness Q4,,organic,2,351
S100947,2024-09-30 01:06:00,Google Brand Campaign,,,5,33
S100948,2024-10-07 09:40:00,Lead Generation | DE | Form,linkedin,social,4,303
S100949,2024-09-18 17:20:00,Product Launch 2024,,cpc,5,162
S100950,2024-09-11 08:07:00,Brand Awareness Q4,organic,organic,9,114
S100951,2024-09-14 17:22:00,Google Brand Campaign,linkedin,email,3,300
S100952,2024-10-07 07:10:00,Brand Awareness Q4,linkedin,organic,6,563
S100953,2024-09-29 01:08:00,Brand Awareness Q4,direct,,1,118
S100954,2024-09-25 01:05:00,Product Launch 2024,direct,social,10,466
S100955,2024-10-10 11:19:00,Retargeting Campaign,google,,9,90
S100956,2024-10-30 14:36:00,Lead Generation | DE | Form,facebook,,8,109
S100957,2024-09-30 09:43:00,,,referral,8,247
S100958,2024-09-15 04:55:00,Google Brand Campaign,linkedin,email,7,197
S100959,2024-10-15 21:21:00,Retargeting Campaign,direct,referral,1,76
S100960,2024-10-01 03:22:00,Product Launch 2024,direct,social,5,366
S100961,2024-10-09 18:08:00,Google Brand Campaign,facebook,referral,2,343
S100962,2024-10-06 20:04:00,Retargeting Campaign,organic,referral,7,433
S100963,2024-09-16 19:15:00,Google Brand Campaign,google,referral,7,77
S100964,2024-09-22 06:52:00,,organic,referral,7,590
S100965,2024-10-21 10:34:00,,google,social,2,597
S100966,2024-10-24 15:07:00,Google Brand Campaign,organic,referral,6,578
S100967,2024-09-07 14:11:00,Retargeting Campaign,direct,cpc,10,121
S100968,2024-10-14 19:49:00,Product Launch 2024,linkedin,referral,1,102
S100969,2024-09-14 04:56:00,Google Brand Campaign,,cpc,3,162
S100970,2024-09-29 17:18:00,Product Launch 2024,organic,organic,8,210
S100971,2024-09-14 21:56:00,Retargeting Campaign,linkedin,organic,5,455
S100972,2024-10-16 11:05:00,Google Brand Campaign,facebook,organic,9,423
S100973,2024-10-25 04:54:00,Retargeting Campaign,facebook,email,9,64
S100974,2024-09-01 22:35:00,Retargeting Campaign,facebook,email,1,250
S100975,2024-09-28 22:37:00,Product Launch 2024,,email,7,425
S100976,2024-09-25 13:34:00,Lead Generation | DE | Form,,social,8,152
S100977,2024-09-13 17:24:00,Retargeting Campaign,direct,social,5,138
S100978,2024-09-09 00:04:00,,facebook,social,8,457
S100979,2024-09-09 02:08:00,,direct,referral,10,445
S100980,2024-10-10 05:29:00,Google Brand Campaign,direct,organic,8,403
S100981,2024-09-23 07:11:00,Product Launch 2024,organic,cpc,10,520
S100982,2024-10-25 23:15:00,,organic,email,7,569
S100983,2024-10-07 11:02:00,Brand Awareness Q4,organic,referral,6,125
S100984,2024-10-08 15:44:00,Brand Awareness Q4,google,,9,296
S100985,2024-09-30 16:05:00,Google Brand Campaign,organic,cpc,4,493
S100986,2024-10-11 23:42:00,,facebook,,9,329
S100987,2024-10-10 01:57:00,Retargeting Campaign,organic,cpc,8,474
S100988,2024-10-03 15:36:00,,linkedin,referral,6,311
S100989,2024-09-19 05:02:00,,organic,,5,587
S100990,2024-09-17 01:40:00,Product Launch 2024,organic,social,10,62
S100991,2024-10-13 09:51:00,,organic,cpc,5,506
S100992,2024-09-06 04:32:00,Brand Awareness Q4,linkedin,email,3,297
S100993,2024-09-18 08:00:00,,facebook,organic,3,164
S100994,2024-10-13 14:23:00,Lead Generation | DE | Form,linkedin,,4,506
S100995,2024-09-12 16:55:00,Brand Awareness Q4,linkedin,cpc,3,167
S100996,2024-10-24 15:48:00,Product Launch 2024,direct,social,8,181
S100997,2024-09-14 18:46:00,Retargeting Campaign,facebook,,5,128
S100998,2024-09-04 05:29:00,Product Launch 2024,direct,email,8,555
S100999,2024-09-15 12:43:00,,direct,referral,5,158
S101000,2024-10-04 13:00:00,Retargeting Campaign,direct,referral,6,552
S101001,2024-10-14 01:06:00,Google Brand Campaign,,email,7,289
S101002,2024-09-22 08:17:00,Brand Awareness Q4,linkedin,,10,410
S101003,2024-09-30 21:47:00,Lead Generation | DE | Form,,,10,209
S101004,2024-10-04 10:43:00,,google,email,9,20
S101005,2024-10-14 00:53:00,Brand Awareness Q4,facebook,referral,2,547
S101006,2024-09-07 21:28:00,Retargeting Campaign,google,,5,267
S101007,2024-09-13 01:01:00,Google Brand Campaign,facebook,cpc,10,232
S101008,2024-10-09 20:07:00,,facebook,cpc,10,143
S101009,2024-09-25 21:48:00,,organic,social,2,198
S101010,2024-09-17 09:29:00,,facebook,,8,293
S101011,2024-10-20 13:44:00,,linkedin,email,3,85
S101012,2024-09-18 01:24:00,Product Launch 2024,linkedin,cpc,5,281
S101013,2024-09-12 14:04:00,Product Launch 2024,google,organic,7,192
S101014,2024-10-12 15:06:00,Lead Generation | DE | Form,organic,referral,4,118
S101015,2024-10-29 14:45:00,Retargeting Campaign,facebook,cpc,2,82
S101016,2024-10-07 23:16:00,Product Launch 2024,facebook,referral,3,10
S101017,2024-10-30 01:42:00,Product Launch 2024,linkedin,social,6,410
S101018,2024-10-07 00:32:00,,direct,referral,7,423
S101019,2024-10-25 23:49:00,Brand Awareness Q4,organic,social,1,403
S101020,2024-10-15 15:07:00,Google Brand Campaign,organic,email,6,320
S101021,2024-09-26 01:40:00,,facebook,email,9,358
S101022,2024-09-06 14:48:00,Retargeting Campaign,,social,3,577
S101023,2024-09-03 12:42:00,Lead Generation | DE | Form,linkedin,,7,119
S101024,2024-10-11 22:22:00,Product Launch 2024,facebook,,8,204
S101025,2024-09-09 01:12:00,Brand Awareness Q4,,organic,4,510
S101026,2024-09-25 02:50:00,Google Brand Campaign,,email,8,556
S101027,2024-10-24 14:01:00,Brand Awareness Q4,linkedin,cpc,6,53
S101028,2024-09-26 03:13:00,,,organic,8,559
S101029,2024-09-10 23:37:00,Lead Generation | DE | Form,facebook,cpc,3,510
S101030,2024-10-12 00:30:00,Google Brand Campaign,facebook,social,3,24
S101031,2024-09-12 20:03:00,Retargeting Campaign,facebook,referral,10,184
S101032,2024-10-24 18:04:00,Brand Awareness Q4,facebook,referral,10,235
S101033,2024-09-05 06:27:00,Retargeting Campaign,,,7,342
S101034,2024-09-08 21:36:00,Google Brand Campaign,google,email,4,56
S101035,2024-10-08 05:21:00,Brand Awareness Q4,facebook,email,3,435
S101036,2024-09-11 22:23:00,Google Brand Campaign,google,referral,4,51
S101037,2024-09-09 03:50:00,,organic,referral,3,26
S101038,2024-10-27 15:05:00,Brand Awareness Q4,facebook,social,2,300
S101039,2024-09-27 22:51:00,Product Launch 2024,,social,4,156
S101040,2024-10-11 08:33:00,Product Launch 2024,direct,social,3,48
S101041,2024-10-09 05:45:00,Product Launch 2024,organic,cpc,5,366
S101042,2024-09-27 00:35:00,Lead Generation | DE | Form,google,cpc,9,107
S101043,2024-10-10 11:55:00,Google Brand Campaign,organic,social,8,223
S101044,2024-09-18 01:12:00,Brand Awareness Q4,google,,8,519
S101045,2024-09-12 05:42:00,Brand Awareness Q4,facebook,,6,301
S101046,2024-09-14 13:16:00,Retargeting Campaign,organic,referral,1,116
S101047,2024-10-18 01:59:00,Google Brand Campaign,google,social,1,506
S101048,2024-10-03 03:04:00,Lead Generation | DE | Form,,referral,10,343
S101049,2024-09-27 06:47:00,,linkedin,social,2,343
S101050,2024-09-15 03:15:00,,direct,social,7,235
S101051,2024-09-05 15:37:00,Product Launch 2024,facebook,referral,3,231
S101052,2024-10-30 19:29:00,Lead Generation | DE | Form,direct,email,3,478
S101053,2024-10-17 06:40:00,Retargeting Campaign,linkedin,social,6,140
S101054,2024-09-03 22:36:00,Brand Awareness Q4,linkedin,social,2,486
S101055,2024-09-30 13:10:00,Retargeting Campaign,google,email,10,170
S101056,2024-10-21 20:39:00,Lead Generation | DE | Form,organic,organic,4,98
S101057,2024-09-27 16:31:00,Lead Generation | DE | Form,organic,referral,8,295
S101058,2024-09-01 23:27:00,,google,social,6,454
S101059,2024-10-08 07:57:00,Google Brand Campaign,google,organic,1,437
S101060,2024-09-03 01:30:00,,organic,cpc,7,553
S101061,2024-09-26 15:51:00,,facebook,referral,8,256
S101062,2024-09-06 17:48:00,Brand Awareness Q4,,,7,233
S101063,2024-09-09 11:18:00,Lead Generation | DE | Form,,cpc,1,501
S101064,2024-10-13 09:10:00,,direct,organic,10,34
S101065,2024-09-30 14:49:00,Lead Generation | DE | Form,,referral,3,389
S101066,2024-10-11 14:45:00,,facebook,,2,404
S101067,2024-10-28 22:21:00,Google Brand Campaign,facebook,email,7,286
S101068,2024-10-15 19:34:00,Google Brand Campaign,google,,2,353
S101069,2024-10-18 01:32:00,,linkedin,cpc,2,402
S101070,2024-09-24 14:39:00,Brand Awareness Q4,linkedin,email,3,582
S101071,2024-10-16 02:35:00,,google,social,6,254
S101072,2024-10-05 03:41:00,Product Launch 2024,,organic,4,240
S101073,2024-09-21 11:57:00,Retargeting Campaign,organic,,7,293
S101074,2024-09-04 02:23:00,Retargeting Campaign,direct,referral,9,549
S101075,2024-10-24 03:30:00,,organic,,9,309
S101076,2024-09-29 19:23:00,,,cpc,4,478
S101077,2024-09-06 02:25:00,Lead Generation | DE | Form,linkedin,cpc,2,178
S101078,2024-09-18 03:44:00,Lead Generation | DE | Form,direct,social,4,543
S101079,2024-10-11 00:18:00,Product Launch 2024,,organic,3,495
S101080,2024-09-23 13:28:00,,,cpc,5,203
S101081,2024-09-05 00:55:00,Lead Generation | DE | Form,organic,,6,431
S101082,2024-10-08 10:41:00,,linkedin,referral,10,552
S101083,2024-10-24 17:28:00,Product Launch 2024,linkedin,organic,3,323
S101084,2024-09-11 08:14:00,Product Launch 2024,linkedin,email,1,161
S101085,2024-09-23 09:29:00,Lead Generation | DE | Form,organic,social,9,302
S101086,2024-09-12 05:53:00,,,,3,175
S101087,2024-09-16 03:02:00,Retargeting Campaign,organic,social,8,276
S101088,2024-09-24 05:13:00,Google Brand Campaign,,cpc,6,362
S101089,2024-09-10 11:28:00,Google Brand Campaign,google,organic,5,134
S101090,2024-10-29 00:25:00,Product Launch 2024,google,referral,6,169
S101091,2024-09-01 23:34:00,Google Brand Campaign,linkedin,,5,495
S101092,2024-10-28 09:48:00,Google Brand Campaign,,social,10,462
S101093,2024-09-22 22:07:00,,direct,cpc,3,574
S101094,2024-09-08 09:01:00,Product Launch 2024,organic,social,8,375
S101095,2024-09-06 10:03:00,Google Brand Campaign,,social,10,549
S101096,2024-09-15 08:12:00,Brand Awareness Q4,facebook,organic,8,99
S101097,2024-10-03 12:12:00,Product Launch 2024,linkedin,organic,10,533
S101098,2024-09-04 21:23:00,Product Launch 2024,google,,7,388
S101099,2024-09-25 11:00:00,Retargeting Campaign,linkedin,email,5,466
S101100,2024-10-26 17:05:00,Lead Generation | DE | Form,,referral,7,463
S101101,2024-09-19 05:51:00,,direct,,7,152
S101102,2024-10-24 18:38:00,Brand Awareness Q4,google,social,5,496
S101103,2024-10-26 16:21:00,Brand Awareness Q4,organic,referral,2,16
S101104,2024-09-27 20:58:00,Retargeting Campaign,direct,social,9,483
S101105,2024-10-16 18:48:00,Lead Generation | DE | Form,google,social,7,306
S101106,2024-10-06 15:02:00,Retargeting Campaign,organic,email,8,582
S101107,2024-10-18 14:14:00,Brand Awareness Q4,facebook,social,5,317
S101108,2024-10-11 20:30:00,Brand Awareness Q4,,,5,437
S101109,2024-09-12 15:58:00,,,social,1,132
S101110,2024-10-19 08:31:00,Brand Awareness Q4,organic,,6,502
S101111,2024-10-07 13:55:00,Retargeting Campaign,,,8,132
S101112,2024-09-24 16:46:00,Google Brand Campaign,facebook,email,3,69
S101113,2024-09-10 10:29:00,,google,email,3,64
S101114,2024-09-18 11:26:00,,linkedin,cpc,5,308
S101115,2024-10-04 20:59:00,Brand Awareness Q4,organic,social,3,106
S101116,2024-10-09 05:34:00,Retargeting Campaign,linkedin,,5,287
S101117,2024-10-14 22:44:00,Retargeting Campaign,facebook,organic,10,370
S101118,2024-10-23 04:00:00,Lead Generation | DE | Form,organic,email,6,506
S101119,2024-09-27 10:58:00,Lead Generation | DE | Form,facebook,social,3,525
S101120,2024-09-15 06:50:00,Google Brand Campaign,organic,,9,554
S101121,2024-10-16 17:44:00,Brand Awareness Q4,direct,referral,2,129
S101122,2024-10-23 04:59:00,Brand Awareness Q4,direct,email,5,381
S101123,2024-09-09 14:56:00,Google Brand Campaign,organic,email,3,321
S101124,2024-09-02 23:52:00,Brand Awareness Q4,google,social,3,242
S101125,2024-09-20 04:13:00,Lead Generation | DE | Form,facebook,referral,2,89
S101126,2024-09-02 15:48:00,Product Launch 2024,facebook,social,2,43
S101127,2024-10-21 21:32:00,Google Brand Campaign,facebook,referral,2,269
S101128,2024-09-03 02:19:00,,facebook,cpc,2,220
S101129,2024-10-08 06:11:00,,linkedin,cpc,2,159
S101130,2024-10-25 23:17:00,Google Brand Campaign,linkedin,email,3,522
S101131,2024-10-20 23:39:00,Lead Generation | DE | Form,organic,organic,2,111
S101132,2024-10-23 18:48:00,Brand Awareness Q4,organic,social,4,298
S101133,2024-09-11 17:00:00,,facebook,social,9,496
S101134,2024-09-24 22:37:00,Lead Generation | DE | Form,direct,,2,195
S101135,2024-10-24 11:24:00,Product Launch 2024,google,organic,4,427
S101136,2024-09-08 10:07:00,Product Launch 2024,facebook,organic,3,517
S101137,2024-10-19 11:45:00,Retargeting Campaign,organic,,1,94
S101138,2024-09-21 15:07:00,Product Launch 2024,linkedin,referral,10,329
S101139,2024-10-14 14:14:00,Google Brand Campaign,direct,email,7,203
S101140,2024-10-25 02:57:00,Product Launch 2024,,email,3,23
S101141,2024-10-14 15:43:00,Brand Awareness Q4,direct,referral,9,97
S101142,2024-09-08 04:25:00,Product Launch 2024,,organic,2,182
S101143,2024-09-05 11:12:00,Retargeting Campaign,google,organic,7,135
S101144,2024-09-15 13:46:00,Product Launch 2024,linkedin,,10,289
S101145,2024-10-19 20:25:00,Retargeting Campaign,direct,,10,424
S101146,2024-10-02 16:17:00,Lead Generation | DE | Form,direct,cpc,2,266
S101147,2024-10-02 15:14:00,,google,cpc,2,64
S101148,2024-10-24 02:31:00,,facebook,social,7,344
S101149,2024-09-10 09:39:00,Google Brand Campaign,facebook,cpc,9,514
S101150,2024-10-21 14:12:00,Retargeting Campaign,,referral,8,526
S101151,2024-09-17 17:21:00,Google Brand Campaign,organic,cpc,1,450
S101152,2024-10-27 03:24:00,Product Launch 2024,linkedin,referral,8,480
S101153,2024-09-03 01:11:00,Google Brand Campaign,,email,3,513
S101154,2024-09-28 04:19:00,,direct,referral,2,592
S101155,2024-10-14 15:42:00,Google Brand Campaign,,organic,10,491
S101156,2024-10-01 17:54:00,Lead Generation | DE | Form,organic,cpc,7,279
S101157,2024-10-02 18:24:00,Google Brand Campaign,,email,5,338
S101158,2024-09-04 00:37:00,Brand Awareness Q4,google,email,6,37
S101159,2024-10-19 20:21:00,Product Launch 2024,facebook,referral,6,375
S101160,2024-09-27 11:03:00,,google,social,4,329
S101161,2024-10-08 02:58:00,,facebook,email,2,355
S101162,2024-09-11 00:34:00,Retargeting Campaign,facebook,referral,7,591
S101163,2024-10-03 13:17:00,Brand Awareness Q4,,referral,10,32
S101164,2024-09-21 12:36:00,Product Launch 2024,linkedin,organic,2,510
S101165,2024-09-07 22:43:00,Lead Generation | DE | Form,linkedin,referral,9,357
S101166,2024-09-11 19:19:00,Retargeting Campaign,direct,social,8,87
S101167,2024-10-24 17:13:00,Retargeting Campaign,linkedin,cpc,5,597
S101168,2024-09-26 07:39:00,,facebook,,10,107
S101169,2024-10-08 10:17:00,Brand Awareness Q4,organic,organic,8,447
S101170,2024-09-14 11:50:00,Brand Awareness Q4,,email,9,317
S101171,2024-09-28 21:34:00,Retargeting Campaign,google,referral,7,267
S101172,2024-10-10 16:29:00,,organic,social,1,538
S101173,2024-10-26 05:36:00,Product Launch 2024,google,,8,284
S101174,2024-10-30 20:34:00,Google Brand Campaign,direct,organic,1,544
S101175,2024-09-13 11:29:00,Lead Generation | DE | Form,google,social,5,455
S101176,2024-09-27 10:55:00,Brand Awareness Q4,,social,7,283
S101177,2024-10-23 09:41:00,Lead Generation | DE | Form,linkedin,,10,251
S101178,2024-09-26 07:07:00,Lead Generation | DE | Form,google,cpc,4,327
S101179,2024-09-30 15:35:00,Product Launch 2024,direct,,1,216
S101180,2024-09-11 08:08:00,Brand Awareness Q4,linkedin,email,9,190
S101181,2024-10-12 01:46:00,Product Launch 2024,facebook,cpc,2,331
S101182,2024-10-09 09:55:00,Brand Awareness Q4,direct,email,2,416
S101183,2024-10-24 23:53:00,Lead Generation | DE | Form,google,cpc,10,522
